acc,accuracy,average_response_time,avg_rt,background,bidi,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,congruencia,coordinates,correct,correct_resp_log,correct_resposta_curto,correct_resposta_long,correct_resposta_simples,count_bemvindo,count_bissec_temp,count_espera0,count_espera0_log,count_espera_curto,count_espera_long,count_estimulo,count_estimulo_curto,count_estimulo_log,count_estimulo_long,count_fim_log,count_fix,count_fix_curto,count_fix_log,count_fix_long,count_loop_curto,count_loop_log_1,count_loop_long,count_loop_simples,count_new_feedback_2,count_new_feedback_3,count_new_logger,count_new_logger_1,count_new_reset_feedback,count_new_sampler,count_new_sampler_1,count_new_sampler_2,count_new_sampler_3,count_new_sketchpad_6,count_osweb,count_pausa,count_resp_log,count_resposta_curto,count_resposta_long,count_resposta_simples,count_save,count_save2,count_seq_curto,count_seq_log_1,count_seq_long,count_seq_simples,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,opensesame_codename,opensesame_version,queryParams_batchId,queryParams_personalMultipleWorkerId,repeat_cycle,resp_corr,resp_corr_log,response,response_bemvindo,response_new_feedback_2,response_new_feedback_3,response_new_sampler,response_new_sampler_1,response_new_sampler_2,response_new_sampler_3,response_new_sketchpad_6,response_pausa,response_resp_log,response_resposta_curto,response_resposta_long,response_resposta_simples,response_time,response_time_bemvindo,response_time_new_feedback_2,response_time_new_feedback_3,response_time_new_sampler,response_time_new_sampler_1,response_time_new_sampler_2,response_time_new_sampler_3,response_time_new_sketchpad_6,response_time_pausa,response_time_resp_log,response_time_resposta_curto,response_time_resposta_long,response_time_resposta_simples,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,tempo,tempo_log,time_bemvindo,time_espera0,time_espera0_log,time_espera_curto,time_espera_long,time_estimulo,time_estimulo_curto,time_estimulo_log,time_estimulo_long,time_fix,time_fix_curto,time_fix_log,time_fix_long,time_loop_curto,time_loop_log_1,time_loop_long,time_loop_simples,time_new_feedback_2,time_new_feedback_3,time_new_logger,time_new_logger_1,time_new_sampler,time_new_sampler_1,time_new_sampler_2,time_new_sampler_3,time_new_sketchpad_6,time_pausa,time_resp_log,time_resposta_curto,time_resposta_long,time_resposta_simples,time_save,time_save2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,304,304,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,longo,uniform,1,,1,1,1,0,0,7,,4,4,7,4,,4,0,7,4,,4,0,0,0,0,0,0,4,4,,7,,4,4,0,0,,,4,4,7,7,,4,,4,7,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,p,,None,lalt,space,space,None,,None,None,lalt,,,q,p,p,518,2192,3435,2984,518,,517,500,2550,,,192,196,230,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,2000,,78,69429,,23972,44123,67427,23455,,42121,66919,22944,,41606,78,78,78,78,24696,44846,24689,44839,69662,,24172,44323,2271,,,23972,44123,69429,70180,,New experiment,8,2430,8,yes,1366
100,100,300,300,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,longo,uniform,1,,1,1,1,0,0,8,,4,4,8,4,,4,0,8,4,,4,0,0,0,0,0,0,4,4,,8,,4,4,0,0,,,4,4,8,8,,4,,4,8,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,p,,None,lalt,space,space,None,,None,None,lalt,,,q,p,p,517,2192,3435,2984,517,,517,500,2550,,,192,196,274,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,2000,,78,72698,,23972,44123,70697,23455,,42121,70189,22944,,41606,78,78,78,78,24696,44846,24689,44839,72982,,24172,44323,2271,,,23972,44123,72698,73500,,New experiment,9,2704,9,yes,1366
100,100,296,296,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,longo,uniform,1,,1,1,1,0,0,9,,4,4,9,4,,4,0,9,4,,4,0,0,0,0,0,0,4,4,,9,,4,4,0,0,,,4,4,9,9,,4,,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,p,,None,lalt,space,space,None,,None,None,lalt,,,q,p,p,500,2192,3435,2984,500,,517,500,2550,,,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,2000,,78,76018,,23972,44123,74016,23455,,42121,73511,22944,,41606,78,78,78,78,24696,44846,24689,44839,76285,,24172,44323,2271,,,23972,44123,76018,76799,,New experiment,10,2957,10,yes,1366
0,0,261,261,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,0,0,1,1,1,0,0,9,0,4,4,9,4,0,4,0,9,4,0,4,0,0,0,0,0,0,4,4,0,9,0,4,4,0,0,0,0,4,4,9,9,0,4,0,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,517,2192,3435,2984,500,517,517,500,2550,6841,261,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1000,78,76018,84892,23972,44123,74016,23455,83875,42121,73511,22944,83667,41606,78,78,78,78,24696,44846,24689,44839,76285,85159,24172,44323,2271,76809,84893,23972,44123,76018,76799,85680,New experiment,0,261,1,yes,1366
100,100,489,489,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,1,4,4,9,4,1,4,0,9,4,1,4,0,0,0,0,0,0,4,4,1,9,1,4,4,0,0,0,1,4,4,9,9,1,4,1,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,q,q,p,p,501,2192,3435,2984,500,501,517,500,2550,6841,489,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1000,78,76018,86894,23972,44123,74016,23455,85893,42121,73511,22944,85689,41606,78,78,78,78,24696,44846,24689,44839,76285,87394,24172,44323,2271,76809,86894,23972,44123,76018,76799,87909,New experiment,1,489,1,yes,1366
100,100,513,513,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,2,4,4,9,4,2,4,0,9,4,2,4,0,0,0,0,0,0,4,4,2,9,2,4,4,0,0,0,2,4,4,9,9,2,4,2,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,q,q,p,p,500,2192,3435,2984,500,500,517,500,2550,6841,513,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1000,78,76018,89146,23972,44123,74016,23455,88129,42121,73511,22944,87918,41606,78,78,78,78,24696,44846,24689,44839,76285,89663,24172,44323,2271,76809,89146,23972,44123,76018,76799,90179,New experiment,1,513,1,yes,1366
100,100,400,400,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,3,4,4,9,4,3,4,0,9,4,3,4,0,0,0,0,0,0,4,4,3,9,3,4,4,0,0,0,3,4,4,9,9,3,4,3,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,q,q,p,p,517,2192,3435,2984,500,517,517,500,2550,6841,400,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,630,78,76018,91031,23972,44123,74016,23455,90397,42121,73511,22944,90190,41606,78,78,78,78,24696,44846,24689,44839,76285,91431,24172,44323,2271,76809,91031,23972,44123,76018,76799,91949,New experiment,1,400,1,yes,1366
100,100,225,225,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,4,4,4,9,4,4,4,0,9,4,4,4,0,0,0,0,0,0,4,4,4,9,4,4,4,0,0,0,4,4,4,9,9,4,4,4,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,501,2192,3435,2984,500,501,517,500,2550,6841,225,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1260,78,76018,93450,23972,44123,74016,23455,92182,42121,73511,22944,91969,41606,78,78,78,78,24696,44846,24689,44839,76285,93683,24172,44323,2271,76809,93450,23972,44123,76018,76799,94199,New experiment,1,225,1,yes,1366
100,100,405,405,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,5,4,4,9,4,5,4,0,9,4,5,4,0,0,0,0,0,0,4,4,5,9,5,4,4,0,0,0,5,4,4,9,9,5,4,5,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,q,q,p,p,517,2192,3435,2984,500,517,517,500,2550,6841,405,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,500,78,76018,94934,23972,44123,74016,23455,94418,42121,73511,22944,94208,41606,78,78,78,78,24696,44846,24689,44839,76285,95351,24172,44323,2271,76809,94934,23972,44123,76018,76799,95870,New experiment,1,405,1,yes,1366
100,100,206,206,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,6,4,4,9,4,6,4,0,9,4,6,4,0,0,0,0,0,0,4,4,6,9,6,4,4,0,0,0,6,4,4,9,9,6,4,6,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,517,2192,3435,2984,500,517,517,500,2550,6841,206,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1260,78,76018,97353,23972,44123,74016,23455,96086,42121,73511,22944,95877,41606,78,78,78,78,24696,44846,24689,44839,76285,97570,24172,44323,2271,76809,97353,23972,44123,76018,76799,98089,New experiment,1,206,1,yes,1366
0,0,569,569,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,0,0,1,1,1,0,0,9,7,4,4,9,4,7,4,0,9,4,7,4,0,0,0,0,0,0,4,4,7,9,7,4,4,0,0,0,7,4,4,9,9,7,4,7,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,518,2192,3435,2984,500,518,517,500,2550,6841,569,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,793.5,78,76018,99105,23972,44123,74016,23455,98305,42121,73511,22944,98099,41606,78,78,78,78,24696,44846,24689,44839,76285,99688,24172,44323,2271,76809,99105,23972,44123,76018,76799,100209,New experiment,0,569,1,yes,1366
0,0,368,368,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,0,0,1,1,1,0,0,9,8,4,4,9,4,8,4,0,9,4,8,4,0,0,0,0,0,0,4,4,8,9,8,4,4,0,0,0,8,4,4,9,9,8,4,8,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,500,2192,3435,2984,500,500,517,500,2550,6841,368,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1000,78,76018,101440,23972,44123,74016,23455,100423,42121,73511,22944,100217,41606,78,78,78,78,24696,44846,24689,44839,76285,101824,24172,44323,2271,76809,101441,23972,44123,76018,76799,102339,New experiment,0,368,1,yes,1366
0,0,754,754,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,0,0,1,1,1,0,0,9,9,4,4,9,4,9,4,0,9,4,9,4,0,0,0,0,0,0,4,4,9,9,9,4,4,0,0,0,9,4,4,9,9,9,4,9,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,q,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,500,2192,3435,2984,500,500,517,500,2550,6841,754,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1000,78,76018,103559,23972,44123,74016,23455,102558,42121,73511,22944,102349,41606,78,78,78,78,24696,44846,24689,44839,76285,104326,24172,44323,2271,76809,103559,23972,44123,76018,76799,104839,New experiment,0,754,1,yes,1366
100,100,228,228,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,10,4,4,9,4,10,4,0,9,4,10,4,0,0,0,0,0,0,4,4,10,9,10,4,4,0,0,0,10,4,4,9,9,10,4,10,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,500,2192,3435,2984,500,500,517,500,2550,6841,228,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1587,78,76018,106662,23972,44123,74016,23455,105060,42121,73511,22944,104848,41606,78,78,78,78,24696,44846,24689,44839,76285,106895,24172,44323,2271,76809,106662,23972,44123,76018,76799,107409,New experiment,1,228,1,yes,1366
100,100,210,210,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,11,4,4,9,4,11,4,0,9,4,11,4,0,0,0,0,0,0,4,4,11,9,11,4,4,0,0,0,11,4,4,9,9,11,4,11,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,501,2192,3435,2984,500,501,517,500,2550,6841,210,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1587,78,76018,109231,23972,44123,74016,23455,107629,42121,73511,22944,107418,41606,78,78,78,78,24696,44846,24689,44839,76285,109447,24172,44323,2271,76809,109231,23972,44123,76018,76799,109959,New experiment,1,210,1,yes,1366
100,100,223,223,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,12,4,4,9,4,12,4,0,9,4,12,4,0,0,0,0,0,0,4,4,12,9,12,4,4,0,0,0,12,4,4,9,9,12,4,12,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,500,2192,3435,2984,500,500,517,500,2550,6841,223,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,2000,78,76018,112183,23972,44123,74016,23455,110181,42121,73511,22944,109968,41606,78,78,78,78,24696,44846,24689,44839,76285,112417,24172,44323,2271,76809,112183,23972,44123,76018,76799,112930,New experiment,1,223,1,yes,1366
100,100,344,344,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,13,4,4,9,4,13,4,0,9,4,13,4,0,0,0,0,0,0,4,4,13,9,13,4,4,0,0,0,13,4,4,9,9,13,4,13,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,500,2192,3435,2984,500,500,517,500,2550,6841,344,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,1260,78,76018,114418,23972,44123,74016,23455,113151,42121,73511,22944,112940,41606,78,78,78,78,24696,44846,24689,44839,76285,114769,24172,44323,2271,76809,114419,23972,44123,76018,76799,115279,New experiment,1,344,1,yes,1366
100,100,223,223,black,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 Edg/92.0.902.73",psycho,psycho,psycho,0,curto,uniform,1,1,1,1,1,0,0,9,14,4,4,9,4,14,4,0,9,4,14,4,0,0,0,0,0,0,4,4,14,9,14,4,4,0,0,0,14,4,4,9,9,14,4,14,4,9,15-07-21,16-07-21,21:50:29,Sun Aug 15 2021 21:50:29 GMT-0300 (Horário Padrão de Brasília),The main experiment item,yes,0,0,/Users/marcelarruda/Documents/OpenSesame,0,0,0,no,mono,no,18,no,white,no,no,768,39690,3.6.1,psycho,psycho,osweb,1.3.13,2100,42485,0,q,p,None,lalt,space,space,None,None,None,None,lalt,space,p,q,p,p,517,2192,3435,2984,500,517,517,500,2550,6841,223,192,196,253,2,psycho,1160,1920,24,1200,24,0,0,1920,1629075040449,1024,2,48000,-16,bissec_temp,0,even,Win32,500,2000,78,76018,117505,23972,44123,74016,23455,115503,42121,73511,22944,115289,41606,78,78,78,78,24696,44846,24689,44839,76285,117738,24172,44323,2271,76809,117505,23972,44123,76018,76799,118259,New experiment,1,223,1,yes,1366
